City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Walvis Bay,NA,2020-02-23 14:41:52,-22.96,14.51,73.4,60,34,9.17
306,Petropavlovka,RU,2020-02-23 14:41:52,50.61,105.32,10.69,89,100,1.03
307,Coahuayana,MX,2020-02-23 14:41:52,18.73,-103.68,71.6,68,75,3.36
308,Muncie,US,2020-02-23 14:41:53,40.19,-85.39,41.0,55,90,11.41
309,Goshogawara,JP,2020-02-23 14:41:53,40.8,140.44,36.0,48,67,10.0
310,Aklavik,CA,2020-02-23 14:41:54,68.22,-135.01,-5.8,76,75,3.36
311,Neepawa,CA,2020-02-23 14:41:54,50.23,-99.47,23.0,79,5,24.16
312,Bayana,IN,2020-02-23 14:41:55,26.9,77.28,67.12,55,6,6.82
313,Kirakira,SB,2020-02-23 14:41:55,-10.45,161.92,77.34,88,2,6.13
314,Tukrah,LY,2020-02-23 14:41:56,32.53,20.58,56.3,64,0,21.59
315,Jumla,NP,2020-02-23 14:41:56,29.27,82.18,32.54,85,92,1.68
316,Suntar,RU,2020-02-23 14:41:57,62.14,117.63,-3.5,98,74,4.34
317,Kizukuri,JP,2020-02-23 14:41:57,40.81,140.39,36.0,48,67,10.0
318,Graaff-Reinet,ZA,2020-02-23 14:39:38,-32.25,24.53,73.0,40,0,4.0
319,Pemba,MZ,2020-02-23 14:41:58,-12.97,40.52,86.0,79,75,10.29
320,Narsaq,GL,2020-02-23 14:41:58,60.92,-46.05,24.8,73,100,6.93
321,Kulhudhuffushi,MV,2020-02-23 14:41:59,6.62,73.07,82.38,76,69,11.97
322,Ruidoso,US,2020-02-23 14:41:59,33.33,-105.67,55.4,45,1,32.21
323,Sao Jose De Ribamar,BR,2020-02-23 14:42:00,-2.56,-44.05,86.0,70,40,6.93
324,Faanui,PF,2020-02-23 14:42:00,-16.48,-151.75,82.09,73,100,9.86
325,Tulum,MX,2020-02-23 14:41:22,20.22,-87.47,73.0,83,75,13.87
326,Bontang,ID,2020-02-23 14:42:02,0.13,117.5,81.73,77,100,15.43
327,Fairbanks,US,2020-02-23 14:42:02,64.84,-147.72,-2.2,83,90,3.36
328,Arandas,MX,2020-02-23 14:42:03,20.7,-102.35,67.62,48,0,0.78
329,Alekseyevka,RU,2020-02-23 14:42:03,50.63,38.69,33.26,97,100,18.34
330,Tual,ID,2020-02-23 14:42:03,-5.67,132.75,82.9,80,63,10.96
331,Svetlogorsk,BY,2020-02-23 14:42:04,52.63,29.73,41.77,60,84,11.32
332,Sovetskiy,RU,2020-02-23 14:42:04,61.36,63.58,30.04,83,100,13.78
333,Tatarsk,RU,2020-02-23 14:42:05,55.22,75.98,17.69,94,100,2.13
334,Sitka,US,2020-02-23 14:42:05,57.05,-135.33,37.4,98,90,12.75
335,Iquitos,PE,2020-02-23 14:40:52,-3.75,-73.25,42.8,100,90,4.7
336,Bud,US,2020-02-23 14:42:06,39.45,-86.18,43.0,59,90,10.16
337,Hisai,JP,2020-02-23 14:42:07,34.67,136.47,46.4,61,20,14.99
338,Eyl,SO,2020-02-23 14:42:07,7.98,49.82,78.87,76,50,22.21
339,Potsdam,DE,2020-02-23 14:42:08,52.4,13.07,50.0,93,90,2.24
340,Linqing,CN,2020-02-23 14:42:08,36.85,115.71,53.24,62,0,9.08
341,Along,IN,2020-02-23 14:42:09,28.17,94.77,58.77,70,30,4.09
342,Nouadhibou,MR,2020-02-23 14:42:09,20.93,-17.03,66.2,77,20,13.87
343,Urucara,BR,2020-02-23 14:42:10,-2.54,-57.76,85.39,74,42,5.21
344,Sturgis,US,2020-02-23 14:42:10,41.8,-85.42,39.0,59,1,11.41
345,Marshall,US,2020-02-23 14:42:11,34.38,-86.33,46.99,61,90,4.18
346,Xuchang,CN,2020-02-23 14:42:11,34.02,113.82,51.8,71,100,2.24
347,Nome,US,2020-02-23 14:42:12,64.5,-165.41,-0.4,77,90,13.87
348,Klaksvik,FO,2020-02-23 14:42:12,62.23,-6.59,37.4,74,62,17.22
349,Norrtalje,SE,2020-02-23 14:42:12,59.76,18.7,46.4,45,32,18.34
350,Whitehaven,GB,2020-02-23 14:42:13,54.55,-3.58,45.0,76,13,1.99
351,Turayf,SA,2020-02-23 14:42:14,31.67,38.66,64.4,36,85,18.34
352,Athabasca,CA,2020-02-23 14:41:31,54.72,-113.29,11.84,82,0,8.97
353,Andijon,UZ,2020-02-23 14:39:24,40.78,72.34,53.6,87,67,2.24
354,Wallenhorst,DE,2020-02-23 14:42:15,52.35,8.02,53.6,76,100,25.28
355,Mvuma,ZW,2020-02-23 14:42:15,-19.28,30.53,77.74,61,75,14.56
356,Lincoln,US,2020-02-23 14:42:16,40.8,-96.67,35.01,92,1,8.05
357,Tasiilaq,GL,2020-02-23 14:42:16,65.61,-37.64,12.2,72,100,2.24
358,Redmond,US,2020-02-23 14:42:02,47.67,-122.12,50.0,70,90,19.46
359,Mukhen,RU,2020-02-23 14:42:18,48.1,136.1,7.07,91,63,5.82
360,Gizo,SB,2020-02-23 14:42:18,-8.1,156.84,77.65,89,49,5.08
361,Hamilton,US,2020-02-23 14:37:37,39.18,-84.53,39.0,51,90,9.17
362,Mirnyy,RU,2020-02-23 14:42:19,62.54,113.96,-0.4,84,0,8.95
363,Beloha,MG,2020-02-23 14:42:19,-25.17,45.05,82.51,74,69,3.13
364,Le Port,RE,2020-02-23 14:42:20,-20.94,55.29,82.4,78,90,11.41
365,Verkhnevilyuysk,RU,2020-02-23 14:42:20,63.45,120.32,-6.63,99,78,3.31
366,Vao,NC,2020-02-23 14:42:21,-22.67,167.48,78.1,74,100,13.33
367,Tarbes,FR,2020-02-23 14:42:21,43.25,0.17,70.0,28,0,9.17
368,Batouri,CM,2020-02-23 14:42:22,4.43,14.37,101.62,11,34,8.03
369,Taunggyi,MM,2020-02-23 14:42:23,20.78,97.03,65.46,56,84,2.91
370,Ilebo,CD,2020-02-23 14:42:23,-4.32,20.58,83.8,66,100,2.51
371,Nioro,GM,2020-02-23 14:42:24,13.35,-15.75,102.15,11,55,6.38
372,Alice Springs,AU,2020-02-23 14:42:24,-23.7,133.88,80.6,21,0,8.05
373,Namtsy,RU,2020-02-23 14:42:24,62.72,129.67,-22.0,74,76,4.47
374,Husavik,IS,2020-02-23 14:42:25,66.04,-17.34,26.78,67,1,10.74
375,Lubango,AO,2020-02-23 14:42:25,-14.92,13.49,80.6,51,40,4.7
376,Vinh,VN,2020-02-23 14:42:26,18.67,105.67,63.93,93,32,1.07
377,Laguna,US,2020-02-23 14:42:26,38.42,-121.42,48.2,100,90,3.36
378,Bogovarovo,RU,2020-02-23 14:42:26,58.98,47.02,28.87,93,100,15.55
379,Bubaque,GW,2020-02-23 14:42:27,11.28,-15.83,78.75,58,100,10.78
380,Kichera,RU,2020-02-23 14:42:27,55.94,110.1,3.58,82,44,4.79
381,Katangli,RU,2020-02-23 14:42:28,51.71,143.23,-3.23,96,0,5.32
382,Rio Grande,BR,2020-02-23 14:42:28,-32.03,-52.1,77.0,47,40,11.41
383,Yarim,YE,2020-02-23 14:42:29,14.3,44.38,69.35,14,0,15.43
384,Dalvik,IS,2020-02-23 14:42:29,65.97,-18.53,24.82,77,51,19.44
385,Killybegs,IE,2020-02-23 14:42:29,54.63,-8.45,46.4,59,20,23.04
386,Snasa,NO,2020-02-23 14:42:30,64.25,12.38,25.68,91,94,17.47
387,Miracatu,BR,2020-02-23 14:38:28,-24.28,-47.46,75.27,66,100,4.16
388,Vaitape,PF,2020-02-23 14:42:31,-16.52,-151.75,82.09,73,100,9.86
389,Henties Bay,NA,2020-02-23 14:42:31,-22.12,14.28,74.43,57,0,11.77
390,Hohhot,CN,2020-02-23 14:42:31,40.81,111.65,28.4,58,14,6.71
391,Russell,US,2020-02-23 14:42:32,32.35,-85.2,48.99,93,75,3.6
392,Machali,CL,2020-02-23 14:42:32,-34.18,-70.67,66.2,63,0,3.36
393,Rio Gallegos,AR,2020-02-23 14:42:33,-51.62,-69.22,57.2,47,69,16.11
394,Jiangyou,CN,2020-02-23 14:42:33,31.77,104.72,40.41,89,80,2.57
395,Leninskoye,RU,2020-02-23 14:42:33,47.94,132.62,11.71,89,100,2.48
396,Okhotsk,RU,2020-02-23 14:42:34,59.38,143.3,-12.26,91,0,4.9
397,Katsuura,JP,2020-02-23 14:42:34,35.13,140.3,46.4,36,20,21.92
398,La Ronge,CA,2020-02-23 14:42:35,55.1,-105.28,19.4,79,75,6.93
399,Karratha,AU,2020-02-23 14:42:35,-20.74,116.85,81.77,79,0,15.48
400,Geraldton,AU,2020-02-23 14:40:15,-28.77,114.6,75.2,83,0,5.82
401,Manono,CD,2020-02-23 14:42:37,-7.3,27.42,80.01,88,100,2.98
402,Camacha,PT,2020-02-23 14:42:37,33.08,-16.33,68.0,77,20,18.34
403,Kangaatsiaq,GL,2020-02-23 14:42:37,68.31,-53.46,4.05,69,0,9.89
404,Lompoc,US,2020-02-23 14:42:38,34.64,-120.46,53.6,76,90,3.36
405,Vanimo,PG,2020-02-23 14:42:38,-2.67,141.3,82.24,83,100,18.23
406,Igarka,RU,2020-02-23 14:42:39,67.47,86.58,13.8,94,100,12.93
407,Jutai,BR,2020-02-23 14:42:39,-5.18,-68.9,84.34,71,91,3.29
408,Lokoja,NG,2020-02-23 14:42:40,7.8,6.74,103.73,11,53,5.37
409,Baruun-Urt,MN,2020-02-23 14:42:40,46.68,113.28,13.21,76,83,0.78
410,Hasaki,JP,2020-02-23 14:42:41,35.73,140.83,45.0,45,20,6.93
411,Dalaba,GN,2020-02-23 14:42:41,10.7,-12.25,100.74,11,20,7.31
412,Saint-Joseph,RE,2020-02-23 14:42:42,-21.37,55.62,82.4,65,75,5.82
413,Aykhal,RU,2020-02-23 14:42:42,66.0,111.5,3.2,84,100,6.71
414,Sawtell,AU,2020-02-23 14:42:42,-30.38,153.1,66.99,93,90,5.82
415,Pocone,BR,2020-02-23 14:42:43,-16.26,-56.62,69.42,98,100,4.61
416,Kampong Thum,KH,2020-02-23 14:42:43,12.71,104.89,77.49,34,0,8.41
417,Gusino,RU,2020-02-23 14:42:44,54.72,31.37,37.13,76,98,13.44
418,Moerai,PF,2020-02-23 14:42:44,-22.43,-151.33,80.8,66,98,2.39
419,Kalmunai,LK,2020-02-23 14:42:44,7.42,81.82,81.21,80,72,16.69
420,Conde,BR,2020-02-23 14:42:45,-7.26,-34.91,89.6,55,40,6.93
421,Erenhot,CN,2020-02-23 14:42:45,43.65,111.98,25.88,73,11,6.91
422,Vanavara,RU,2020-02-23 14:42:46,60.34,102.28,16.43,96,94,5.99
423,Baoning,CN,2020-02-23 14:42:46,25.34,110.03,59.0,93,100,1.7
424,Vardo,NO,2020-02-23 14:42:46,70.37,31.11,31.71,81,97,9.75
425,Iberia,US,2020-02-23 14:42:47,29.95,-91.75,55.99,93,90,5.82
426,Valdivia,CL,2020-02-23 14:42:47,-39.81,-73.25,57.2,87,90,2.24
427,Jeremoabo,BR,2020-02-23 14:42:48,-10.07,-38.48,89.46,51,57,2.55
428,Krasnoselkup,RU,2020-02-23 14:42:48,65.7,82.47,18.19,93,99,21.18
429,Rupert,US,2020-02-23 14:42:48,42.62,-113.68,26.6,78,1,1.1
430,Berdigestyakh,RU,2020-02-23 14:42:49,62.1,126.7,-5.3,98,93,2.3
431,Ereymentau,KZ,2020-02-23 14:42:49,51.62,73.1,11.28,98,97,5.59
432,Burnie,AU,2020-02-23 14:42:50,-41.07,145.92,59.59,76,73,6.04
433,Darhan,MN,2020-02-23 14:42:50,49.49,105.92,13.24,89,100,3.36
434,Bonthe,SL,2020-02-23 14:42:51,7.53,-12.51,90.84,58,3,13.73
435,Asau,RO,2020-02-23 14:42:51,46.43,26.4,59.0,38,100,10.29
436,Nyaunglebin,MM,2020-02-23 14:42:52,17.95,96.73,77.81,33,12,4.27
437,Santa Rosalia,MX,2020-02-23 14:42:52,27.32,-112.28,54.45,57,100,4.32
438,Ler,SS,2020-02-23 14:42:53,8.3,30.14,102.58,8,55,4.63
439,Antalaha,MG,2020-02-23 14:42:53,-14.9,50.28,82.99,74,95,4.83
440,Oussouye,SN,2020-02-23 14:42:53,12.48,-16.55,95.0,32,72,6.93
441,Krapivinskiy,RU,2020-02-23 14:42:54,55.0,86.81,24.8,92,40,6.71
442,Baisha,CN,2020-02-23 14:42:54,26.52,110.93,57.24,86,100,3.27
443,Buala,SB,2020-02-23 14:42:55,-8.14,159.59,80.53,84,2,5.1
444,San Pedro De Cajas,PE,2020-02-23 14:42:55,-11.25,-75.86,46.6,62,99,3.71
445,Karasjok,NO,2020-02-23 14:42:55,69.47,25.51,24.8,79,75,3.36
446,Socorro,US,2020-02-23 14:42:56,31.65,-106.3,59.0,71,40,8.05
447,Ampere,BR,2020-02-23 14:42:56,-25.91,-53.47,78.96,55,100,5.73
448,Abha,SA,2020-02-23 14:42:57,18.22,42.51,73.4,43,82,13.87
449,Katav-Ivanovsk,RU,2020-02-23 14:42:57,54.75,58.2,19.54,92,48,4.14
450,Pangai,TO,2020-02-23 14:42:58,-19.8,-174.35,79.95,86,24,17.69
451,Temerloh,MY,2020-02-23 14:42:59,3.45,102.42,75.54,82,63,2.01
452,Caravelas,BR,2020-02-23 14:42:59,-17.71,-39.25,79.92,86,99,19.42
453,Wattegama,LK,2020-02-23 14:43:00,6.8,81.48,78.8,100,20,10.29
454,Kyaukse,MM,2020-02-23 14:43:00,21.6,96.13,73.4,56,40,2.24
455,Acari,PE,2020-02-23 14:43:01,-15.43,-74.62,73.31,69,98,6.62
456,Vidnoye,RU,2020-02-23 14:43:01,55.55,37.71,39.0,84,75,11.18
457,Vila Velha,BR,2020-02-23 14:40:55,-20.33,-40.29,80.01,73,90,11.41
458,Mayo,US,2020-02-23 14:43:02,38.89,-76.51,46.99,51,1,4.23
459,Tsabong,BW,2020-02-23 14:43:03,-26.02,22.4,91.33,20,71,8.12
460,Mende,FR,2020-02-23 14:43:03,44.67,3.5,64.4,20,0,10.29
461,Okato,NZ,2020-02-23 14:43:04,-39.2,173.88,53.01,73,0,13.0
462,Pangnirtung,CA,2020-02-23 14:43:04,66.15,-65.71,-32.13,95,99,2.64
463,Poum,NC,2020-02-23 14:43:05,-20.23,164.02,81.05,76,39,22.15
464,San Borja,BO,2020-02-23 14:43:05,-14.82,-66.85,80.76,45,38,4.97
465,Kutum,SD,2020-02-23 14:43:06,14.2,24.67,86.67,8,0,10.58
466,Zhangye,CN,2020-02-23 14:43:06,38.93,100.45,37.06,33,57,10.89
467,Itoman,JP,2020-02-23 14:43:06,26.12,127.67,62.6,67,40,4.7
468,Byron Bay,AU,2020-02-23 14:43:07,-28.65,153.62,71.01,100,99,5.82
469,Dzilam Gonzalez,MX,2020-02-23 14:43:08,21.28,-88.93,72.59,69,14,13.69
470,Flin Flon,CA,2020-02-23 14:43:08,54.77,-101.86,26.6,79,75,10.29
471,Atar,MR,2020-02-23 14:43:08,20.52,-13.05,96.35,10,100,19.19
472,Pathein,MM,2020-02-23 14:43:09,16.78,94.73,75.99,67,0,7.83
473,Vila,PT,2020-02-23 14:43:09,42.03,-8.16,75.0,49,0,2.24
474,Callaguip,PH,2020-02-23 14:43:10,18.07,120.49,73.96,74,37,9.82
475,Puerto Rico,AR,2020-02-23 14:43:10,-26.8,-55.02,80.89,35,100,4.85
476,Tutoia,BR,2020-02-23 14:43:11,-2.76,-42.27,82.36,83,79,4.43
477,Gandajika,CD,2020-02-23 14:43:11,-6.75,23.95,72.73,93,100,7.47
478,Thinadhoo,MV,2020-02-23 14:43:11,0.53,72.93,83.01,80,100,13.67
479,Altay,CN,2020-02-23 14:43:12,47.87,88.12,13.95,97,100,0.89
480,Northam,GB,2020-02-23 14:43:12,51.03,-4.22,54.0,71,40,16.11
481,Ochakiv,UA,2020-02-23 14:43:13,46.61,31.55,46.4,65,89,11.18
482,Patitirion,GR,2020-02-23 14:43:13,39.15,23.87,55.4,47,20,6.93
483,Oistins,BB,2020-02-23 14:42:36,13.07,-59.53,84.2,70,75,16.11
484,Maniitsoq,GL,2020-02-23 14:43:14,65.42,-52.9,14.9,59,100,14.18
485,Kisangani,CD,2020-02-23 14:43:14,0.52,25.2,94.5,36,58,3.15
486,Fukuma,JP,2020-02-23 14:43:15,33.77,130.47,46.4,75,0,4.7
487,Deputatskiy,RU,2020-02-23 14:43:16,69.3,139.9,-20.65,96,48,3.18
488,Vallenar,CL,2020-02-23 14:43:16,-28.57,-70.76,72.48,48,0,7.78
489,Alihe,CN,2020-02-23 14:43:16,50.57,123.72,9.7,91,87,4.79
490,Aksarka,RU,2020-02-23 14:43:17,66.56,67.8,28.85,86,98,23.98
491,Blythe,US,2020-02-23 14:43:17,33.61,-114.6,51.01,72,65,5.01
492,Zeya,RU,2020-02-23 14:43:18,53.75,127.27,5.52,96,100,1.83
493,Madang,PG,2020-02-23 14:43:18,-5.22,145.8,82.13,81,100,18.88
494,Nueva Loja,EC,2020-02-23 14:43:19,0.08,-76.88,71.6,100,90,2.24
495,Zarand,IR,2020-02-23 14:43:19,30.81,56.56,52.54,31,0,1.59
496,Saldanha,ZA,2020-02-23 14:43:19,-33.01,17.94,89.6,17,0,20.8
497,Pacifica,US,2020-02-23 14:43:20,37.61,-122.49,51.8,81,90,8.05
498,Kayerkan,RU,2020-02-23 14:43:20,69.35,87.76,12.2,92,75,33.55
499,Mopipi,BW,2020-02-23 14:43:21,-21.18,24.88,89.62,34,58,9.26
500,Soweto,ZA,2020-02-23 14:40:16,-26.27,27.86,75.2,57,75,14.99
501,Moose Factory,CA,2020-02-23 14:43:22,51.26,-80.61,8.6,84,40,8.05
502,Puerto Madryn,AR,2020-02-23 14:43:22,-42.77,-65.04,86.86,13,0,8.79
503,Kadiri,IN,2020-02-23 14:43:23,14.12,78.17,74.7,54,100,14.23
504,Ahipara,NZ,2020-02-23 14:43:24,-35.17,173.17,57.99,98,0,1.01
505,Ferry Pass,US,2020-02-23 14:43:24,30.51,-87.21,54.0,61,1,6.93
506,Dunedin,NZ,2020-02-23 14:42:55,-45.87,170.5,57.99,80,88,4.14
507,Tarakan,ID,2020-02-23 14:43:25,3.3,117.63,80.53,79,71,10.67
508,Turan,VN,2020-02-23 14:42:32,16.07,108.22,73.4,78,20,2.24
509,Sapele,NG,2020-02-23 14:40:12,5.89,5.68,98.13,37,89,7.7
510,Tessalit,ML,2020-02-23 14:43:26,20.2,1.01,92.82,7,0,9.04
511,Arinos,BR,2020-02-23 14:43:27,-15.92,-46.11,89.06,60,5,1.72
512,Charcas,MX,2020-02-23 14:43:27,23.13,-101.12,62.08,50,1,2.3
513,Muros,ES,2020-02-23 14:43:28,42.78,-9.06,75.0,49,0,3.36
514,Wufeng,CN,2020-02-23 14:43:28,27.45,104.83,46.8,93,95,1.9
515,Putnok,HU,2020-02-23 14:43:29,48.3,20.43,45.81,84,100,12.37
516,The Valley,AI,2020-02-23 14:43:29,18.22,-63.06,84.2,65,20,10.29
517,Jacqueville,CI,2020-02-23 14:43:29,5.21,-4.41,89.6,75,40,13.87
518,Sorland,NO,2020-02-23 14:43:30,67.67,12.69,33.8,88,90,34.45
519,Los Llanos De Aridane,ES,2020-02-23 14:43:30,28.66,-17.92,78.8,31,0,4.7
520,Emerald,AU,2020-02-23 14:43:31,-23.53,148.17,75.2,94,75,6.93
521,Clarence Town,AU,2020-02-23 14:43:31,-32.58,151.78,71.01,83,40,4.7
522,Alofi,NU,2020-02-23 14:43:32,-19.06,-169.92,80.15,87,100,15.68
523,Sibolga,ID,2020-02-23 14:39:40,1.74,98.78,73.8,85,0,3.0
524,Tuatapere,NZ,2020-02-23 14:43:32,-46.13,167.68,55.99,86,53,4.0
525,San Vicente,AR,2020-02-23 14:43:33,-26.62,-54.13,77.0,74,100,1.01
526,Bundu,IN,2020-02-23 14:43:33,23.18,85.58,69.8,64,75,1.3
527,Lata,PT,2020-02-23 14:43:34,40.16,-8.33,77.0,27,0,4.7
528,Paita,PE,2020-02-23 14:43:34,-5.09,-81.11,62.6,100,40,8.05
529,Ratnagiri,IN,2020-02-23 14:43:34,16.98,73.3,72.36,63,0,1.34
530,Acapulco,MX,2020-02-23 14:43:35,16.86,-99.89,75.2,73,5,0.85
531,Vestmannaeyjar,IS,2020-02-23 14:43:35,63.44,-20.27,35.6,55,75,20.8
532,Simao,CN,2020-02-23 14:43:36,22.79,100.97,54.28,92,11,2.86
533,Merauke,ID,2020-02-23 14:43:36,-8.47,140.33,77.05,94,100,5.77
534,Porto Nacional,BR,2020-02-23 14:43:37,-10.71,-48.42,87.33,64,22,3.36
535,Kavaratti,IN,2020-02-23 14:43:37,10.57,72.64,82.53,71,88,1.07
536,Elko,US,2020-02-23 14:43:37,41.0,-115.5,26.01,78,1,2.91
537,Bela,IN,2020-02-23 14:43:38,25.93,81.98,68.5,66,1,2.35
538,Natal,BR,2020-02-23 14:40:04,-5.79,-35.21,89.6,62,40,12.75
539,Praia,CV,2020-02-23 14:43:39,14.92,-23.51,73.4,64,90,19.46
540,Broome,US,2020-02-23 14:41:39,42.25,-75.83,37.99,46,1,9.17
541,Port Hardy,CA,2020-02-23 14:43:40,50.7,-127.42,39.2,93,90,18.34
542,Teya,RU,2020-02-23 14:43:40,60.38,92.63,12.11,94,79,3.53
543,Hay River,CA,2020-02-23 14:43:40,60.82,-115.8,3.2,84,90,3.36
544,Tala,EG,2020-02-23 14:43:41,30.68,30.94,63.34,37,77,8.03
545,Garhakota,IN,2020-02-23 14:43:42,23.77,79.15,70.92,37,2,9.98
