City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
223,223,Bull Savanna,JM,2020-02-24 02:59:43,17.89,-77.59,68.05,87,45,3.22,scattered clouds,0.0,0.0
224,224,Harrismith,ZA,2020-02-24 02:59:43,-28.27,29.13,47.66,92,100,5.21,overcast clouds,0.0,0.0
225,225,Weiser,US,2020-02-24 02:59:44,44.25,-116.97,44.6,52,75,25.28,broken clouds,0.0,0.0
226,226,Hasaki,JP,2020-02-24 02:59:44,35.73,140.83,63.0,37,20,4.7,few clouds,0.0,0.0
227,227,Ust-Nera,RU,2020-02-24 02:59:44,64.57,143.2,-20.65,94,100,3.78,overcast clouds,0.0,0.0
228,228,Havoysund,NO,2020-02-24 02:59:45,71.0,24.66,32.0,98,100,16.11,snow,0.0,1.56
229,229,Kualakapuas,ID,2020-02-24 02:59:45,-3.01,114.39,85.17,79,4,3.51,moderate rain,3.75,0.0
230,230,Palestina,PS,2020-02-24 02:54:48,31.92,35.2,51.8,87,20,3.36,few clouds,0.0,0.0
231,231,Baykit,RU,2020-02-24 02:59:46,61.67,96.37,10.31,88,98,4.07,overcast clouds,0.0,0.0
232,232,Ontario,US,2020-02-24 02:58:01,34.06,-117.65,62.6,71,90,4.7,overcast clouds,0.0,0.0
233,233,San Cristobal,VE,2020-02-24 02:59:47,7.77,-72.22,78.8,74,75,3.36,broken clouds,0.0,0.0
234,234,Souillac,MU,2020-02-24 02:59:47,-20.52,57.52,75.99,94,20,3.36,few clouds,0.0,0.0
235,235,Grindavik,IS,2020-02-24 02:59:48,63.84,-22.43,33.8,67,75,20.8,shower rain,0.0,0.0
236,236,Mackay,AU,2020-02-24 02:59:48,-21.15,149.2,82.4,78,75,10.29,broken clouds,0.0,0.0
237,237,Nishihara,JP,2020-02-24 02:59:49,26.18,127.76,69.8,64,20,9.17,few clouds,0.0,0.0
238,238,Asyut,EG,2020-02-24 02:59:49,27.18,31.18,50.11,58,63,6.46,broken clouds,0.0,0.0
239,239,Conde,BR,2020-02-24 02:59:50,-7.26,-34.91,82.4,78,20,8.05,few clouds,0.0,0.0
240,240,Poum,NC,2020-02-24 02:59:50,-20.23,164.02,80.46,77,83,21.47,broken clouds,0.0,0.0
241,241,Furstenfeld,AT,2020-02-24 02:59:51,47.05,16.08,45.0,62,75,2.24,broken clouds,0.0,0.0
242,242,Longyearbyen,SJ,2020-02-24 02:59:51,78.22,15.64,-4.0,76,40,3.36,scattered clouds,0.0,0.0
243,243,Praia Da Vitoria,PT,2020-02-24 02:59:52,38.73,-27.07,55.4,93,40,6.11,scattered clouds,0.0,0.0
244,244,Ulladulla,AU,2020-02-24 02:59:52,-35.35,150.47,84.2,39,0,10.29,clear sky,0.0,0.0
245,245,Torbay,CA,2020-02-24 02:59:52,47.67,-52.73,30.0,86,5,14.99,clear sky,0.0,0.0
246,246,Castro,BR,2020-02-24 02:59:53,-24.79,-50.01,57.61,94,100,8.41,overcast clouds,0.0,0.0
247,247,Guane,CU,2020-02-24 02:59:54,22.2,-84.09,74.97,72,20,17.69,few clouds,0.0,0.0
248,248,Pitimbu,BR,2020-02-24 02:59:54,-7.47,-34.81,82.4,78,20,8.05,few clouds,0.0,0.0
249,249,Marilia,BR,2020-02-24 02:59:55,-22.21,-49.95,69.39,84,91,9.08,overcast clouds,0.0,0.0
250,250,Tucurui,BR,2020-02-24 02:59:55,-3.77,-49.67,76.28,91,100,3.4,light rain,1.56,0.0
251,251,Constitucion,CL,2020-02-24 02:59:55,-35.33,-72.42,54.75,92,93,5.32,overcast clouds,0.0,0.0
252,252,Anajatuba,BR,2020-02-24 02:59:56,-3.26,-44.62,73.4,93,12,2.04,few clouds,0.0,0.0
253,253,Amga,RU,2020-02-24 02:56:13,60.9,131.96,0.77,92,100,3.69,overcast clouds,0.0,0.0
254,254,Faya,SA,2020-02-24 02:59:57,18.39,42.45,59.0,93,16,4.7,few clouds,0.0,0.0
255,255,Pangody,RU,2020-02-24 02:59:57,65.85,74.49,27.37,87,100,21.74,light snow,0.0,0.13
256,256,Ilulissat,GL,2020-02-24 02:59:58,69.22,-51.1,-0.4,77,100,6.93,overcast clouds,0.0,0.0
257,257,Tatui,BR,2020-02-24 02:59:59,-23.36,-47.86,68.0,76,53,4.0,broken clouds,0.0,0.0
258,258,Lilongwe,MW,2020-02-24 02:59:59,-13.97,33.79,65.57,95,100,3.11,light rain,1.88,0.0
259,259,Taoudenni,ML,2020-02-24 03:00:00,22.68,-3.98,69.91,13,0,15.35,clear sky,0.0,0.0
260,260,Takoradi,GH,2020-02-24 03:00:00,4.88,-1.76,78.01,92,63,2.53,broken clouds,0.0,0.0
261,261,Hue,VN,2020-02-24 03:00:00,16.47,107.6,78.8,61,20,4.7,few clouds,0.0,0.0
262,262,Nhulunbuy,AU,2020-02-24 02:55:18,-12.23,136.77,91.4,63,40,18.34,scattered clouds,0.0,0.0
263,263,Andenes,NO,2020-02-24 03:00:01,69.31,16.12,32.0,76,100,24.16,light snow,0.0,0.94
264,264,Oeiras,BR,2020-02-24 03:00:02,-7.03,-42.13,73.9,92,89,0.65,overcast clouds,0.0,0.0
265,265,Pasighat,IN,2020-02-24 03:00:02,28.07,95.33,67.03,67,0,3.65,light rain,0.69,0.0
266,266,Manokwari,ID,2020-02-24 03:00:03,-0.87,134.08,80.24,69,100,4.99,overcast clouds,0.0,0.0
267,267,Konongo,GH,2020-02-24 03:00:03,6.62,-1.22,75.74,98,47,2.33,scattered clouds,0.0,0.0
268,268,Lithgow,AU,2020-02-24 03:00:04,-33.48,150.15,84.0,57,90,8.05,overcast clouds,0.0,0.0
269,269,Karia,NG,2020-02-24 03:00:04,11.73,11.16,66.58,21,0,12.39,clear sky,0.0,0.0
270,270,Lompoc,US,2020-02-24 03:00:05,34.64,-120.46,55.4,93,75,19.46,broken clouds,0.0,0.0
271,271,Dzhebariki-Khaya,RU,2020-02-24 03:00:05,62.22,135.8,-0.33,93,100,4.63,light snow,0.0,0.19
272,272,Puerto Penasco,MX,2020-02-24 03:00:06,31.32,-113.53,61.0,79,0,5.08,clear sky,0.0,0.0
273,273,Sola,VU,2020-02-24 03:00:07,-13.88,167.55,83.97,69,0,12.84,clear sky,0.0,0.0
274,274,Kruisfontein,ZA,2020-02-24 03:00:07,-34.0,24.73,53.42,86,0,5.1,clear sky,0.0,0.0
275,275,Capiibary,PY,2020-02-24 03:00:07,-24.8,-56.03,67.51,90,0,4.5,clear sky,0.0,0.0
276,276,Gambissara,SN,2020-02-24 03:00:08,13.24,-14.31,79.79,36,83,5.61,broken clouds,0.0,0.0
277,277,Haines Junction,CA,2020-02-24 03:00:08,60.75,-137.51,3.11,92,100,4.23,overcast clouds,0.0,0.0
278,278,Jacareacanga,BR,2020-02-24 03:00:09,-6.22,-57.75,71.47,91,100,2.15,overcast clouds,0.0,0.0
279,279,Victoria,HK,2020-02-24 02:58:17,22.29,114.16,79.0,60,20,19.46,few clouds,0.0,0.0
280,280,Nouadhibou,MR,2020-02-24 03:00:10,20.93,-17.03,71.6,68,95,12.75,light rain,0.0,0.0
281,281,Am Timan,TD,2020-02-24 03:00:10,11.03,20.28,67.1,16,0,5.12,clear sky,0.0,0.0
282,282,Tucuman,AR,2020-02-24 03:00:11,-26.82,-65.22,66.2,88,20,4.7,few clouds,0.0,0.0
283,283,Maryville,US,2020-02-24 03:00:11,35.76,-83.97,50.0,64,90,4.7,overcast clouds,0.0,0.0
284,284,Riyadh,SA,2020-02-24 02:58:03,24.69,46.72,68.0,68,100,5.82,overcast clouds,0.0,0.0
285,285,Novo Aripuana,BR,2020-02-24 03:00:12,-5.12,-60.38,74.86,96,85,0.98,overcast clouds,0.0,0.0
286,286,Kathu,TH,2020-02-24 03:00:12,7.92,98.33,86.0,58,20,8.05,few clouds,0.0,0.0
287,287,Beloha,MG,2020-02-24 03:00:13,-25.17,45.05,74.25,90,61,3.78,broken clouds,0.0,0.0
288,288,Stykkisholmur,IS,2020-02-24 03:00:13,65.08,-22.73,31.86,97,100,12.97,snow,0.0,2.5
289,289,Raga,SS,2020-02-24 03:00:14,8.46,25.68,65.41,18,23,4.09,few clouds,0.0,0.0
290,290,Ostrovnoy,RU,2020-02-24 03:00:14,68.05,39.51,26.56,92,100,9.4,overcast clouds,0.0,0.0
291,291,Nortelandia,BR,2020-02-24 03:00:16,-14.45,-56.8,71.8,98,100,2.57,light rain,2.81,0.0
292,292,Kutum,SD,2020-02-24 03:00:16,14.2,24.67,54.5,35,0,11.72,clear sky,0.0,0.0
293,293,Bonfim,BR,2020-02-24 03:00:17,3.08,-59.95,82.72,59,0,6.53,clear sky,0.0,0.0
294,294,Nurota,UZ,2020-02-24 03:00:17,40.56,65.69,35.6,93,0,4.7,clear sky,0.0,0.0
295,295,Dubai,AE,2020-02-24 03:00:07,25.26,55.3,71.6,78,97,4.7,overcast clouds,0.0,0.0
296,296,Lebu,CL,2020-02-24 03:00:18,-37.62,-73.65,54.66,96,17,5.23,few clouds,0.0,0.0
297,297,Saldanha,ZA,2020-02-24 03:00:19,-33.01,17.94,62.6,55,0,5.82,clear sky,0.0,0.0
298,298,Vila,PT,2020-02-24 03:00:19,42.03,-8.16,57.0,81,0,3.36,clear sky,0.0,0.0
299,299,Bloemfontein,ZA,2020-02-24 02:56:43,-29.12,26.21,57.2,87,0,3.36,clear sky,0.0,0.0
300,300,Paamiut,GL,2020-02-24 03:00:20,61.99,-49.67,14.38,89,99,12.8,light snow,0.0,0.25
301,301,Uruzgan,AF,2020-02-24 03:00:21,32.83,66.0,37.17,68,0,6.71,clear sky,0.0,0.0
302,302,Izhma,RU,2020-02-24 03:00:21,65.01,53.91,26.71,87,100,15.48,light snow,0.0,0.19
303,303,Rodrigues Alves,BR,2020-02-24 03:00:22,-7.74,-72.65,77.0,94,100,0.81,overcast clouds,0.0,0.0
304,304,Laguna,US,2020-02-24 03:00:22,38.42,-121.42,59.0,76,1,2.64,clear sky,0.0,0.0
305,305,Ola,RU,2020-02-24 03:00:23,59.58,151.28,0.99,77,5,3.49,clear sky,0.0,0.0
306,306,San Pablo,PH,2020-02-24 03:00:23,14.07,121.33,88.0,62,75,4.7,broken clouds,0.0,0.0
307,307,Muskegon Heights,US,2020-02-24 03:00:24,43.2,-86.24,42.8,80,1,4.7,clear sky,0.0,0.0
308,308,Gebre Guracha,ET,2020-02-24 03:00:24,9.8,38.4,61.61,58,99,3.49,overcast clouds,0.0,0.0
309,309,Port Hardy,CA,2020-02-24 03:00:18,50.7,-127.42,39.2,86,75,8.05,broken clouds,0.0,0.0
310,310,Berck,FR,2020-02-24 03:00:25,50.4,1.6,46.99,93,90,6.93,light rain,0.0,0.0
311,311,Thessalon,CA,2020-02-24 03:00:26,46.25,-83.57,35.6,74,1,4.7,clear sky,0.0,0.0
312,312,Tura,IN,2020-02-24 03:00:26,25.52,90.22,72.79,45,100,5.57,overcast clouds,0.0,0.0
313,313,Arlit,NE,2020-02-24 03:00:26,18.74,7.39,62.65,19,0,14.23,clear sky,0.0,0.0
314,314,Kapit,MY,2020-02-24 03:00:27,2.02,112.93,79.68,78,92,1.36,light rain,0.19,0.0
315,315,Calvinia,ZA,2020-02-24 03:00:27,-31.47,19.78,60.75,37,0,9.42,clear sky,0.0,0.0
316,316,Port Augusta,AU,2020-02-24 03:00:28,-32.5,137.77,93.2,26,0,10.29,clear sky,0.0,0.0
317,317,Mount Isa,AU,2020-02-24 02:57:41,-20.73,139.5,89.6,55,75,17.22,broken clouds,0.0,0.0
318,318,Benemerito De Las Americas,MX,2020-02-24 03:00:29,16.52,-90.64,66.97,90,0,2.06,clear sky,0.0,0.0
319,319,Teguldet,RU,2020-02-24 03:00:29,57.31,88.17,13.66,96,84,2.06,broken clouds,0.0,0.0
320,320,Olinda,BR,2020-02-24 03:00:30,-8.01,-34.86,84.2,74,75,9.17,broken clouds,0.0,0.0
321,321,Dunda,TZ,2020-02-24 03:00:31,-8.12,34.25,65.79,98,100,1.81,light rain,2.06,0.0
322,322,Ayan,RU,2020-02-24 03:00:31,56.45,138.17,11.89,67,55,2.75,broken clouds,0.0,0.0
323,323,Harper,LR,2020-02-24 03:00:32,4.38,-7.72,78.3,94,100,3.51,overcast clouds,0.0,0.0
324,324,Rantepao,ID,2020-02-24 02:58:56,-2.97,119.9,80.71,71,100,2.68,light rain,0.56,0.0
325,325,Luderitz,,2020-02-24 03:00:32,-26.65,15.16,73.24,49,0,7.23,clear sky,0.0,0.0
326,326,Mecca,SA,2020-02-24 02:55:39,21.43,39.83,67.86,69,62,0.98,broken clouds,0.0,0.0
327,327,Anyang,CN,2020-02-24 03:00:34,36.1,114.33,46.11,60,100,8.39,light rain,0.56,0.0
328,328,Deputatskiy,RU,2020-02-24 02:56:17,69.3,139.9,-16.42,92,0,2.98,clear sky,0.0,0.0
329,329,Naze,JP,2020-02-24 03:00:35,28.37,129.48,66.2,59,0,4.7,clear sky,0.0,0.0
330,330,Minas,UY,2020-02-24 02:56:26,-34.38,-55.24,64.4,88,78,8.05,broken clouds,0.0,0.0
331,331,Cabedelo,BR,2020-02-24 03:00:00,-6.98,-34.83,82.4,78,20,8.05,few clouds,0.0,0.0
332,332,Pacific Grove,US,2020-02-24 03:00:36,36.62,-121.92,55.99,81,1,8.05,clear sky,0.0,0.0
333,333,Rocha,UY,2020-02-24 03:00:36,-34.48,-54.33,59.22,84,8,8.75,clear sky,0.0,0.0
334,334,Raudeberg,NO,2020-02-24 03:00:37,61.99,5.14,37.4,74,100,12.75,light snow,0.0,0.31
335,335,Saint-Augustin,CA,2020-02-24 03:00:37,51.23,-58.65,11.97,80,37,6.24,scattered clouds,0.0,0.0
336,336,Phetchabun,TH,2020-02-24 03:00:38,16.25,101.08,90.0,47,98,2.24,overcast clouds,0.0,0.0
337,337,San Policarpo,PH,2020-02-24 03:00:38,12.18,125.51,81.68,72,33,12.64,light rain,0.13,0.0
338,338,Sao Jose Da Coroa Grande,BR,2020-02-24 03:00:40,-8.9,-35.15,81.88,78,66,12.08,light rain,0.19,0.0
339,339,Hovd,MN,2020-02-24 03:00:40,48.01,91.64,20.41,53,0,1.72,clear sky,0.0,0.0
340,340,Olavarria,AR,2020-02-24 02:56:52,-36.89,-60.32,63.3,40,0,10.71,clear sky,0.0,0.0
341,341,Boyolangu,ID,2020-02-24 03:00:41,-8.12,111.89,85.62,70,60,5.91,broken clouds,0.0,0.0
342,342,Tabuk,PH,2020-02-24 03:00:41,17.42,121.44,80.08,69,70,0.85,broken clouds,0.0,0.0
343,343,Petrovskaya,RU,2020-02-24 03:00:42,45.43,37.95,44.6,81,75,20.13,broken clouds,0.0,0.0
344,344,Dovers,VC,2020-02-24 03:00:42,12.88,-61.18,79.47,80,42,11.54,light rain,1.38,0.0
345,345,Turukhansk,RU,2020-02-24 03:00:43,65.82,87.98,14.86,94,100,14.07,light snow,0.0,0.25
346,346,Nuuk,GL,2020-02-24 02:57:37,64.18,-51.72,15.8,52,100,13.87,snow,0.0,1.56
347,347,Portobelo,PA,2020-02-24 03:00:44,9.55,-79.65,78.8,69,20,5.82,few clouds,0.0,0.0
348,348,Abha,SA,2020-02-24 03:00:45,18.22,42.51,59.0,93,14,4.7,few clouds,0.0,0.0
349,349,Port Keats,AU,2020-02-24 03:00:45,-14.25,129.55,89.06,63,100,13.67,overcast clouds,0.0,0.0
350,350,Namibe,AO,2020-02-24 03:00:45,-15.2,12.15,73.06,77,83,5.59,broken clouds,0.0,0.0
351,351,Ancud,CL,2020-02-24 03:00:47,-41.87,-73.82,51.8,81,20,6.93,few clouds,0.0,0.0
352,352,Maryborough,AU,2020-02-24 03:00:47,-25.53,152.7,77.0,88,37,8.79,moderate rain,6.38,0.0
353,353,Broken Hill,AU,2020-02-24 03:00:47,-31.95,141.43,80.6,44,18,10.29,few clouds,0.0,0.0
354,354,Sao Miguel Do Araguaia,BR,2020-02-24 03:00:48,-13.28,-50.16,74.17,89,100,0.89,overcast clouds,0.0,0.0
355,355,Brownsville,US,2020-02-24 03:00:48,25.9,-97.5,71.01,83,75,9.17,broken clouds,0.0,0.0
356,356,Coquimbo,CL,2020-02-24 03:00:49,-29.95,-71.34,60.8,82,90,4.7,overcast clouds,0.0,0.0
357,357,Alihe,CN,2020-02-24 03:00:49,50.57,123.72,17.74,65,0,5.28,clear sky,0.0,0.0
358,358,Chara,RU,2020-02-24 03:00:50,56.91,118.26,7.57,73,99,3.44,overcast clouds,0.0,0.0
359,359,Smolenka,RU,2020-02-24 03:00:50,52.14,113.5,17.6,61,0,6.71,clear sky,0.0,0.0
360,360,Komsomolskiy,UZ,2020-02-24 03:00:51,40.43,71.72,46.4,81,75,4.7,light intensity shower rain,0.0,0.0
361,361,Mount Gambier,AU,2020-02-24 02:57:09,-37.83,140.77,77.0,57,40,9.17,scattered clouds,0.0,0.0
362,362,Phalodi,IN,2020-02-24 03:00:52,27.13,72.37,66.9,47,0,7.67,clear sky,0.0,0.0
363,363,Muros,ES,2020-02-24 03:00:52,42.78,-9.06,57.0,100,0,2.24,fog,0.0,0.0
364,364,Grand Baie,MU,2020-02-24 03:00:53,-20.02,57.58,75.99,94,20,3.36,few clouds,0.0,0.0
365,365,Urumqi,CN,2020-02-24 03:00:53,43.8,87.6,30.2,80,97,2.24,overcast clouds,0.0,0.0
366,366,Nome,US,2020-02-24 03:00:54,64.5,-165.41,6.8,77,90,10.29,light snow,0.0,0.0
367,367,Srednekolymsk,RU,2020-02-24 02:56:35,67.45,153.68,-15.84,92,95,1.5,overcast clouds,0.0,0.0
368,368,Meru,KE,2020-02-24 03:00:54,0.05,37.66,47.97,81,100,2.04,overcast clouds,0.0,0.0
369,369,Magadan,RU,2020-02-24 03:00:55,59.57,150.8,2.89,78,0,6.06,clear sky,0.0,0.0
370,370,Flinders,AU,2020-02-24 03:00:55,-34.58,150.86,84.2,39,0,10.29,clear sky,0.0,0.0
371,371,San Juan,AR,2020-02-24 03:00:56,-31.54,-68.54,75.42,38,0,7.23,clear sky,0.0,0.0
372,372,Shumikha,RU,2020-02-24 03:00:57,55.23,63.3,9.41,97,84,11.65,broken clouds,0.0,0.0
373,373,Chissamba,AO,2020-02-24 03:00:57,-12.17,17.33,64.24,97,100,5.14,overcast clouds,0.0,0.0
374,374,Provideniya,RU,2020-02-24 02:57:12,64.38,-173.3,-3.23,66,29,0.96,scattered clouds,0.0,0.0
375,375,Verdun,FR,2020-02-24 03:00:58,49.25,5.33,46.99,91,100,1.99,light rain,1.56,0.0
376,376,Mareeba,AU,2020-02-24 03:00:58,-17.0,145.43,82.99,83,90,5.82,overcast clouds,0.0,0.0
377,377,Bilibino,RU,2020-02-24 03:00:59,68.05,166.44,-21.17,87,41,2.44,scattered clouds,0.0,0.0
378,378,Meulaboh,ID,2020-02-24 03:00:59,4.14,96.13,80.53,74,77,4.97,broken clouds,0.0,0.0
379,379,Sume,BR,2020-02-24 03:00:59,-7.67,-36.88,72.3,91,45,10.11,moderate rain,4.25,0.0
380,380,Sao Filipe,CV,2020-02-24 03:01:00,14.9,-24.5,67.93,81,25,9.62,scattered clouds,0.0,0.0
381,381,Udachnyy,RU,2020-02-24 03:01:01,66.42,112.4,8.6,92,51,6.71,broken clouds,0.0,0.0
382,382,Laurel,US,2020-02-24 03:01:01,39.1,-76.85,46.0,55,1,4.5,clear sky,0.0,0.0
383,383,Najran,SA,2020-02-24 03:01:02,17.49,44.13,60.8,41,24,1.66,few clouds,0.0,0.0
384,384,Eregli,TR,2020-02-24 03:01:02,37.51,34.05,35.4,77,20,1.81,few clouds,0.0,0.0
385,385,Butterworth,MY,2020-02-24 03:01:03,5.4,100.36,86.0,58,20,4.7,few clouds,0.0,0.0
386,386,Aykhal,RU,2020-02-24 02:58:37,66.0,111.5,8.6,92,82,6.71,broken clouds,0.0,0.0
387,387,Palana,RU,2020-02-24 03:01:03,59.12,159.97,11.14,73,5,3.36,clear sky,0.0,0.0
388,388,Partizanskoye,RU,2020-02-24 03:01:04,55.5,94.39,9.93,95,100,0.45,overcast clouds,0.0,0.0
389,389,Antalaha,MG,2020-02-24 03:01:04,-14.9,50.28,78.22,86,100,3.02,light rain,0.94,0.0
390,390,Wajima,JP,2020-02-24 03:01:05,37.4,136.9,46.4,61,75,18.34,broken clouds,0.0,0.0
391,391,Devarkonda,IN,2020-02-24 03:01:05,16.7,78.93,76.87,50,0,8.5,clear sky,0.0,0.0
392,392,Kununurra,AU,2020-02-24 03:01:06,-15.77,128.73,98.6,47,70,8.05,broken clouds,0.0,0.0
393,393,Korla,CN,2020-02-24 03:01:06,41.76,86.15,45.0,78,51,1.99,broken clouds,0.0,0.0
394,394,Magugu,TZ,2020-02-24 03:01:06,-4.02,35.77,65.07,97,92,3.44,overcast clouds,0.0,0.0
395,395,Hofn,IS,2020-02-24 03:01:07,64.25,-15.21,40.01,75,100,31.09,light snow,0.0,0.38
396,396,Lagoa,PT,2020-02-24 03:01:08,39.05,-27.98,59.83,79,84,11.21,broken clouds,0.0,0.0
397,397,Prabumulih,ID,2020-02-24 03:01:08,-3.45,104.25,79.3,84,58,6.17,light rain,0.25,0.0
398,398,Tongzi,CN,2020-02-24 03:01:09,28.78,105.09,55.92,65,98,4.34,overcast clouds,0.0,0.0
399,399,Crosshouse,GB,2020-02-24 03:01:09,55.61,-4.55,39.2,100,20,4.7,few clouds,0.0,0.0
400,400,Laizhou,CN,2020-02-24 03:01:10,37.18,119.93,50.04,64,100,8.52,overcast clouds,0.0,0.0
401,401,Mingshui,CN,2020-02-24 03:01:10,36.72,117.5,59.0,73,100,8.48,overcast clouds,0.0,0.0
402,402,Urshelskiy,RU,2020-02-24 03:01:11,55.68,40.22,32.25,91,96,9.33,overcast clouds,0.0,0.0
403,403,Makanya,TZ,2020-02-24 03:01:11,-4.37,37.83,68.76,95,100,6.53,overcast clouds,0.0,0.0
404,404,Luba,GQ,2020-02-24 03:01:12,3.46,8.55,82.4,94,20,6.93,few clouds,0.0,0.0
405,405,Puri,IN,2020-02-24 03:01:12,19.8,85.85,68.0,94,75,6.98,mist,0.0,0.0
406,406,Abrau-Dyurso,RU,2020-02-24 03:01:12,44.69,37.59,44.6,81,75,20.13,broken clouds,0.0,0.0
407,407,Humboldt,US,2020-02-24 03:01:13,40.67,-123.92,50.0,93,90,9.17,overcast clouds,0.0,0.0
408,408,Bonavista,CA,2020-02-24 03:01:13,48.65,-53.11,28.99,84,0,11.01,clear sky,0.0,0.0
409,409,Jijiga,ET,2020-02-24 03:01:14,9.35,42.8,56.93,42,61,6.08,broken clouds,0.0,0.0
410,410,Burnie,AU,2020-02-24 03:01:14,-41.07,145.92,71.01,69,85,8.99,overcast clouds,0.0,0.0
411,411,Kahului,US,2020-02-24 03:01:15,20.89,-156.47,80.6,61,40,13.87,scattered clouds,0.0,0.0
412,412,Nizza Monferrato,IT,2020-02-24 03:01:15,44.77,8.35,55.4,76,75,2.24,broken clouds,0.0,0.0
413,413,Teya,RU,2020-02-24 03:01:16,60.38,92.63,5.07,90,0,4.61,clear sky,0.0,0.0
414,414,Bairiki,KI,2020-02-24 03:01:16,1.33,172.98,89.6,70,20,8.05,few clouds,0.0,0.0
415,415,Mantua,IT,2020-02-24 03:01:16,45.17,10.78,52.0,93,68,3.36,mist,0.0,0.0
416,416,Denpasar,ID,2020-02-24 03:01:17,-8.65,115.22,86.05,60,0,5.21,clear sky,0.0,0.0
417,417,Broome,US,2020-02-24 03:01:17,42.25,-75.83,37.4,68,1,7.38,clear sky,0.0,0.0
418,418,Kangshan,CN,2020-02-24 03:01:18,28.88,116.43,65.93,77,100,8.99,overcast clouds,0.0,0.0
419,419,Havelock,US,2020-02-24 03:01:18,34.88,-76.9,44.6,75,1,3.33,clear sky,0.0,0.0
420,420,Nanortalik,GL,2020-02-24 03:01:19,60.14,-45.24,27.36,81,100,5.79,light snow,0.0,0.94
421,421,Athens,GR,2020-02-24 03:00:06,37.98,23.72,48.99,56,0,3.36,clear sky,0.0,0.0
422,422,Kungurtug,RU,2020-02-24 03:01:20,50.6,97.52,14.9,91,100,2.62,light snow,0.0,0.13
423,423,Camacha,PT,2020-02-24 03:01:20,33.08,-16.33,64.4,82,20,12.75,few clouds,0.0,0.0
424,424,Zyryanovsk,KZ,2020-02-24 03:01:21,49.74,84.27,12.63,96,98,1.72,overcast clouds,0.0,0.0
425,425,Buala,SB,2020-02-24 03:01:21,-8.14,159.59,85.84,68,29,5.41,light rain,0.69,0.0
426,426,Kingaroy,AU,2020-02-24 03:01:22,-26.53,151.83,68.0,100,74,5.82,broken clouds,0.0,0.0
427,427,Kayes,ML,2020-02-24 03:01:22,14.0,-11.0,87.21,9,83,14.61,broken clouds,0.0,0.0
428,428,Ambon,ID,2020-02-24 03:01:23,-3.7,128.18,91.4,55,20,17.22,few clouds,0.0,0.0
429,429,Qui Nhon,VN,2020-02-24 03:01:24,13.77,109.23,75.56,65,0,6.33,clear sky,0.0,0.0
430,430,Nicoya,CR,2020-02-24 03:00:02,10.15,-85.45,82.4,54,53,20.8,broken clouds,0.0,0.0
431,431,Muli,MV,2020-02-24 03:01:25,2.92,73.57,83.37,77,99,16.55,overcast clouds,0.0,0.0
432,432,Afyonkarahisar,TR,2020-02-24 03:01:25,38.75,30.67,29.8,87,0,2.48,clear sky,0.0,0.0
433,433,Lazaro Cardenas,MX,2020-02-24 02:59:47,17.96,-102.2,73.4,84,0,1.07,clear sky,0.0,0.0
434,434,Russell,US,2020-02-24 03:00:34,32.35,-85.2,54.0,76,90,2.33,overcast clouds,0.0,0.0
435,435,Pervomayskoye,RU,2020-02-24 03:01:26,43.92,46.71,37.47,79,1,3.36,clear sky,0.0,0.0
436,436,Muramatsu,JP,2020-02-24 03:01:27,37.68,139.18,50.0,81,75,14.99,light intensity shower rain,0.0,0.0
437,437,Shwebo,MM,2020-02-24 03:01:27,22.57,95.7,79.41,39,0,3.13,clear sky,0.0,0.0
438,438,Ambulu,ID,2020-02-24 03:01:28,-8.35,113.61,82.85,70,0,1.03,clear sky,0.0,0.0
439,439,Iqaluit,CA,2020-02-24 03:01:28,63.75,-68.51,-27.0,67,20,4.7,few clouds,0.0,0.0
440,440,Vaitape,PF,2020-02-24 03:01:29,-16.52,-151.75,83.39,70,6,9.04,light rain,0.13,0.0
441,441,Wuzhou,CN,2020-02-24 03:01:29,23.48,111.32,75.16,53,9,7.23,clear sky,0.0,0.0
442,442,Hanna,CA,2020-02-24 03:01:29,51.63,-111.9,26.01,91,100,8.01,light snow,0.0,0.5
443,443,Sefophe,BW,2020-02-24 03:01:30,-22.18,27.97,64.65,71,100,18.72,overcast clouds,0.0,0.0
444,444,Trabzon,TR,2020-02-24 02:58:40,40.92,39.83,44.6,75,40,4.7,scattered clouds,0.0,0.0
445,445,Praya,CV,2020-02-24 03:00:29,14.92,-23.51,68.0,77,20,8.05,few clouds,0.0,0.0
446,446,Porto Velho,BR,2020-02-24 03:01:31,-8.76,-63.9,77.0,94,40,2.24,scattered clouds,0.0,0.0
447,447,Abu Samrah,SY,2020-02-24 03:01:32,35.3,37.18,47.75,79,40,7.11,scattered clouds,0.0,0.0
448,448,Saint George,US,2020-02-24 02:59:53,37.1,-113.58,51.8,75,0,6.93,clear sky,0.0,0.0
449,449,Barbosa,CO,2020-02-24 03:01:32,5.93,-73.62,59.22,99,63,1.16,light rain,0.13,0.0
450,450,Narsaq,GL,2020-02-24 03:01:33,60.92,-46.05,23.0,73,100,13.87,light snow,0.0,0.0
451,451,Walvis Bay,,2020-02-24 03:01:33,-22.96,14.51,64.0,93,52,10.29,broken clouds,0.0,0.0
452,452,Cartagena,CO,2020-02-24 03:01:34,10.4,-75.51,78.8,83,20,11.41,few clouds,0.0,0.0
